user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,video-js src,user_detail_tags_text,resource_date_text,from
小米川,5分,超棒,景色5,,,入园很快，现场买，现场入园。如果买双人票要看清楚使用时间，不然要等几小时后。里面游玩项目很多，透明玻璃栈道建议白天去，白天刺激，而且拍照清楚，晚上就看不清了，拍照更拍不了。还有特别推荐地标乐园，在地下一楼，超级好玩，好几个刺激的vr项目。还有地下一楼的历史陈列馆，也超级好看，晚上9点半前去，不然就闭馆了,,,,,
恩乐双侠,5分,超棒,景色5,趣味5,性价比5,上海东方明珠，一座让中国人自豪的高塔，仅仅从外边来看，就已经是高耸入云天，进到里面，排着整齐队伍，严格按照标准人数登塔，欣赏着各种高度的风景，心中的感受无以复加——就叫我会恐高的人，就鼓起勇气来到400米的高度，一览众楼小～,,,,,
山在穷游,5分,超棒,景色5,趣味5,性价比5,"来上海旅游一定要看的一个景点，肯定就是东方明珠了，你可以站在浦东的下面仰视东方明珠，也可以登上东方明珠的高塔，俯视整个上海，更可以在浦西的江边看东方明珠晚上的夜景。
今天和大家分享的小视频就是在浦西的江边，遥望远处的东方明珠。",,,,,
台球流氓,5分,超棒,景色5,趣味5,性价比5,这个位置挺有意思，有东方明珠广播电视塔(The Oriental Pearl Radio &amp; TV Tower)是上海的标志性文化景观之一，位于浦东新区陆家嘴，塔高约468米。该建筑于1991年7月兴建，1995年5月投入使用，承担上海6套无线电视发射业务，地区覆盖半径80公里。东方明珠广播电视塔是国家首批AAAAA级旅游景区。塔内有太空舱、旋转餐厅、上海城市历史发展陈列馆等景观和设施，1995年被列入上海十大新景观之一。新意，值得以后再来噢!,,,,,
最爱—鱼香肉丝,5分,超棒,景色5,,,定的五点的晚餐自助，三点半排队上塔，人超多。不过先登塔看白天的景色，吃完晚饭后再看夜景，很不错。五点晚餐需要四点半在263米售票处旁边排队，会有工作人员开楼梯口的大门，并组织排队。排队尽量早，否则没有靠窗的位置。晚饭中规中矩，青菜与喝的东西少。,,,,,
控控控-上ke控,5分,超棒,景色5,趣味5,性价比5,周末家人来上海玩，首选的就是东方明珠塔，非常值得一去。下午四点半到的东方明珠，先在天桥上转了一圈，拍拍留念照片，五点钟进景区排队，大概排了一个小时队伍。塔上看的上海夜景，非常炫彩夺目，尤其悬空走廊更为刺激。本次买的是东方明珠和野生动物园联票，价格非常实惠，墙裂推荐！推荐！推荐！,,,,,
@南久,5分,超棒,景色5,,,在263m主观光层，看夜景真的超级好看，想看的小伙伴们把握好时间，我们5点左右上去天没暗，稍等了一会见到了这么美的上海夜景真的很值得。然后去了259m全透明悬空观光廊，我胆子小，只绕着外面的里侧走了一圈，之后98m是娱乐层，主要和游戏厅差不多，略过，78m处的更上海多媒体厅建议一看，视觉效果很不错，0m还有上海历史陈列馆和地标乐园，但是玩的有些累了，所以这两个没有好好细致体会了，大概游览了一遍。总得来说，很值这个票价，很开心的一次旅行，全程大概3小时左右。,,,,,
M29****2270,5分,超棒,景色5,趣味5,性价比5,风吹得很舒服，景色不错夜景更美，和朋友去玩的，旅行很开心，做纪念意义！上海的很多地方都还值得一去，印象还可以，下次去希望有更好的体验，期待！,,,,,
东西南北一个方向,5分,超棒,景色5,趣味5,性价比5,东方明珠广播电视塔是上海的标志性文化景观之一，位于浦东新区陆家嘴，塔高约468米。该建筑于1991年7月兴建方明珠广播电视塔是上海的标志性文化景观之一，位于浦东新区陆家嘴，塔高约468米。该建筑于1991年7月兴建，1995年5月投入使用，承担上海6套无线电视发射业务，地区覆盖半径80公里。东方明珠广播电视塔是国家首批AAAAA级旅游景区。塔内有太空舱、旋转餐厅、上海城市历史发展陈列馆等景观和设施，1995年被列入上海十大新景观之一。,,,,,
漫山遍野盛开的花,5分,超棒,景色5,趣味5,性价比5,旋转餐厅318的票，进门非常快，不用排队！吃的东西很丰富，两个小时的用餐时间！而且环境高雅、安静，服务人员每天无数次的重复动作和话语，其实也挺不容易的！我看网上有好多人批评服务态度不好什么的！去之前有些担心，体验过后觉得还可以呀！正常人能做到这样已经很不错了，每天面对上万的客流量，难免厌倦，我们不能要求太多，服务到位就可以了，非要人家笑吗？世界最高的室内过山车很好玩，门票70元一位！刺激！,,,,,
寒江L孤月M,5分,超棒,景色5,趣味5,性价比5,"东方明珠广播电视塔坐落于黄浦江畔浦东陆家嘴嘴尖上，与外滩的万国建筑博览群隔江相望。塔高468米，位居亚洲第一、世界第三的高塔，和左右两侧的南浦大桥、杨浦大桥一起，形成双龙戏珠之势，成为上海改革开放的象征。
东方明珠广播电视塔的设计者富于幻想地将十一个大小不一、高低错落的球体从蔚蓝的空中串联到如茵的绿色草地上，两个巨大球体宛如两颗红宝石，晶莹夺目，与塔下新落成的世界一流的上海国际会议中心（1999财富论坛上海年会主会场）的两个地球球体，构成了充满“大珠小珠落玉盘”诗情画意的壮美景观。",,,,,
旅游攻略头号玩家,5分,超棒,景色5,趣味5,性价比5,东方明珠广播电视塔（The Oriental Pearl Radio&amp;TV Tower）是上海的标志性文化景观之一，位于浦东新区陆家嘴，毗邻黄浦江，与外滩隔江相望，其塔高约468米。该建筑于1991年7月兴建，1995年5月投入使用，承担上海6套无线电视发射业务，地区覆盖半径80公里。 东方明珠广播电视塔的最佳观景点在观光层，立于其上，可360度欣赏上海美景；当风和日丽时，举目远望，佘山、崇明岛都隐约可见。塔上从上到下一共由大小11个球体串联，塔内还有空中旋转餐厅、发展陈列馆、科幻城等。 东方明珠广播电视塔是国家首批5A级旅游景区，1995年被列入上海十大新景观之一。,,,,,
Lu****zy,5分,超棒,景色5,趣味5,性价比5,"东方明珠广播电视塔（The Oriental Pearl Radio &amp; TV Tower）是上海的标志性文化景观之一，位于浦东新区陆家嘴，塔高约468米。该建筑于1991年7月兴建，1995年5月投入使用，承担上海6套无线电视发射业务，地区覆盖半径80公里。[1][2][3]
东方明珠广播电视塔是国家首批AAAAA级旅游景区。塔内有太空舱、旋转餐厅、上海城市历史发展陈列馆等景观和设施，1995年被列入上海十大新景观之一",,,,,
elsashen0529,5分,超棒,景色5,趣味5,性价比5,拍摄这段视频的时候，不断有人请我帮他们合影，有第一次来上海的情侣，有带着老人小孩的一大家子人，有背着大大的旅行装备的外国友人...... 他们的快乐各不相同，但在这定格的瞬间，回忆就被锁定在此时此刻，光影交汇的东方明珠。,,,,,
lily小企鹅,5分,超棒,景色5,,,值得一看的上海地标建筑。有些惊奇，有点惊险。走在玻璃的地板上，在263米的高空往下看头晕目眩，好刺激！浦东的高楼大厦一览无y余。一定要早早过去啊！否则要排很久的。在携程订票很方便，价格也便宜。到了景点直接出示手机二维码就可以检票入门了。来上海的朋友，这里确实是不容错过的景点哦！,,,,,
荣婷,3分,不错,景色4,趣味3,性价比2,东方明珠塔，我们买的220元的通票，从最高的层开始，第一个最高球真没什么好的，每个人多花了60元，一般应该从第二个球开始看就行了，从第二个开始票是160元，本来我们是准备在旋转餐厅吃饭的，但是工作人员告诉我的票不包含这个餐厅吃饭，为什么售票处卖票时，告诉我是通票？？后来从网上查，大概买368的票，就包含旋转餐厅了，为什么一开始买票时，售票的工作人员不说呢？总之这个上海明珠塔实在不如想象的好(✪▽✪),,,,,
M13****237,5分,超棒,景色5,,,暑期游玩，人是超级的多，普通票排队时间最少2个小时，天气又炎热，最后与家人商量购买快速通道票吧，要不体力肯定是坚持不到最后，于是购买了快速通道票迅速进入，看到旁边万米长队中等待的人们（多数是旅游团），怎一个美字了得，很是为自己的英明决策点赞。门票还送了一块纪念手表，为此次出行留添了纪念。真好！,,,,,
M28****293,5分,超棒,景色5,,,订了东方明珠塔和全球梦幻之旅两个点的票，必打卡的景点，没得说，就是人多，排队一两个钟那是庆幸滴！听说周末排队三个钟以上啊！所以周末的朋友建议还是买快速通道票合适点，毕竟多出的时间可以看其它景点，登塔最佳时间在下午五点多，可以看到从白天到黑夜的景色，非常美，登塔之前可以去一楼0米大厅游玩全球梦幻之旅这个玩点，也不错哦，每个项目都能让你大开眼界，很好玩，很刺激，大人小孩都能玩，还是很值得的,,,,,
sonicx,4分,满意,景色4,趣味4,性价比4,晚餐后到滨江散步，从北滨江一路向南滨江逛去，以前两者之间是断开的，现在已经可以联通了。以前的游船都是从十六铺码头出发，没想到现在东方明珠也开始做浦江游览，有两个停靠码头，从这里向东方明珠回望，因为隔着国际会议中心，感觉上东方明珠长胖了。,,,,,
M13****490,4分,满意,景色4,趣味4,性价比4,和妈妈一起的第一次旅行就来到了上海，这座中西文化汇聚的城市，电视塔更是这座城市的地标式建筑，它见证了上海的变迁。夜观电视塔，我首先就被它五光十色的霓虹所吸引，登上360&#176;观光层，上海的一切尽收眼底，俯瞰黄浦江上往来如织的客船和外滩辉煌的灯光，真有一览众山小之感，心境也跟着开阔起来。,,,,,
二货来玩,5分,超棒,景色5,,,东方明珠塔，提前做好路线不要搭错车了，建议四点半到五点就去等电梯，上去吃东西或者低血糖的楼下赶紧找点吃的再上去，上去要等最少半小时，提醒做好攻略，有两个球，网络购票买不到最高那个球的票，一般买到的E系列成人票有一个球体观光和玻璃隧道观光，上去后可以花80大洋登最高层，角度不同，大老远来一次上去看看，拍完游客照，记得体验玻璃道，恐高的人注意安全，看下去真的真的会晕晕的，建议挑战走到玻璃上，畏高的时间停留会久点，极度恐高的我在那呆了一个小时，才没那么害怕，记得穿厚点，玻璃道通风有点冷，特别推荐，上最高球体视觉更广，建议不逗留太久，还有78.90层哪里有游戏玩，有5D电影，还有AR形式的过山车，额外70大洋，当时上去前存放物品的人提醒九点不能拿行李了，我着急没玩，急忙忙地到陈列馆去看陈列品了，建议不用着急，有乘客的基本都会让你看完享受完，别着急，还有在圆球上的可以自由切换不限时间，不过78.90层机会只有一次，然后才到地下陈列室看上海历史发展，陈列室机会只有一次，你你可以看完才出来因为出了不能再进了，然后门口拍完游客照就十点了，拿上存放的物品离开,,,,,
M25****2613,4分,满意,景色4,趣味5,性价比5,东方明珠广播电视塔，位于上海市浦东陆家嘴的未来主义建筑，与外滩隔黄浦江相望，原名上海广播电视塔，上海市民也常简称其为东方明珠。东方明珠由当时华东建筑设计研究院设计，1991年动工，1994年落成，总高468米。在1994年至2007年间，是中国大陆地区的最高建筑，2007年被上海环球金融中心超越。东方明珠自落成以后便成为上海天际线的组成部分之一，是上海的地标性建筑，同时也是中国国家5A级旅游景区[1]。,,,,,
135****0466,5分,超棒,景色5,,,错开高峰去的，就是好，排队上去只花了20分钟左右，就是当天天气有点不好，不然风景肯定很赞，不过晚上的夜景还是很漂亮，玻璃长廊，宝宝们很开心，本人恐高，不敢站太久，更不敢看下面，总之非常值得一去，楼下的老上海陈列馆也非常值得一去，很有特色,,,,,
银湖华庭,5分,超棒,景色5,趣味5,性价比5,年初四去的，人很多，排了三个多小时的队才进入塔底。天气不好，登上塔几乎看不到什么东西，到傍晚的时候雾气散去，塔的雄伟壮丽的景色尽收眼底x，夜晚的东方明珠更漂亮。,,,,,
zigui_lxl,4分,满意,景色4,,,夜晚的黄浦江两岸灯火通明，一边是高楼林立，一边是旧上海滩，恍惚间让人有种穿越的感觉。今天天气不够好，有一点轻雾，但也不妨碍在东方明珠观景台上一览上海夜景。想来的亲们春节千万谨慎，排队三小时拍照五分钟不是梦，六点进来，10点登塔，到上面之后大楼的灯基本都关了，下塔之后连买水的地方都没有了，附赠的城市历史发展陈列馆也关门了，有点可惜。全景玻璃走廊还好，人不多，可能高度吓走了一波。走廊漏风得厉害，跟室外一个温度，夜里拍照基本不可行，太黑了，玻璃也不清楚。节假日还是提前几天订含旋转餐厅或者可口可乐餐厅自助的套餐吧，有专门电梯上去，不需要排队。夜晚下塔后千万不要打车，这时候的陆家嘴的出租真敢漫天要价，不打表不讲价，过个江100，而且都这么干。老老实实地铁，23点后请滴滴，别担心，总能等到的。,,,,,
禁止,5分,超棒,景色5,趣味5,性价比5,排队排了三个小时。那叫一个幸苦呀。很值得上去。上海夜景好美。零层历史陈列馆非常好。很有意思。来上海的朋友强烈推荐上去玩玩,,,,,
周妮子,4分,满意,景色4,趣味3,性价比4,买了几个项目的联票，明珠塔当天下雪，从球向下看，一片模糊，但是人还是超级多的，下雪天登明珠塔也是难得吧。那个时光隧道2分钟，有点坑的，可以说是没看过的后悔，看过的更后悔。那个3D的也一般，不是很好。单独买肯定是不划算的，相对来说买携程的套票划算,,,,,
M26****8639,5分,超棒,景色5,趣味5,性价比5,上海外滩夜景确实美！虽说避开节假日但仍然人挤人的随着人潮来到了外滩，当时还下着牛毛细雨但人气还是如此之高。我们坐了来回的摆渡船欣赏夜景，花灯璀璨到处灯火通明很耀,,,,,
Katrina_LD,4分,满意,景色5,趣味4,性价比4,东方明珠作为名景点，从上往下可俯瞰周边江景，上海的海纳百川，涌入眼中。缺点是，人太多，不可避免地排队人超级多，真是慕名而来呀！ps在携程上提前玩买好了票，省去了在现场排队买票的时间，可直接刷二维码检票，很方便。,,,,,
_WeCh****019079,5分,超棒,景色5,,,带着爸妈和孩子来上海玩，首选就是东方明珠，好几个网站对比，还是携程选择最多，买了明珠和游轮的套票，下午参观了第二球看上海美景，还有玻璃栈道，拍照很美，一楼参观了历史陈列馆，晚上去坐了游轮，美丽夜景尽收眼底，值得一游。,,,,,
月儿-静静,5分,超棒,景色5,趣味5,性价比5,多年后，再次次登上东方明珠塔，263米观光层，眺望陆家嘴金融贸易区，黄浦江，南京路，城隍庙等。259米透明悬空走廊，带给我心跳的观赏体验。78米‘更上海’全景大型数字影像艺术投影，带领大家畅游在未来上海的智能生活，和谐景观，高效交通，自然生态之中，领略科技的无穷魅力。更值得观看的上海城市历史发展陈列馆，将文物、道具和模型于一体，融物于景，形象逼真，穿越历史，品味上海悠久的文化。全程游览三小时多，才不妄费这张门票。大赞,,,,,
M29****369,5分,超棒,景色5,趣味5,性价比5,非常值得游览！浦江两岸，高楼林立，夜幕降临，霓虹闪烁，尽显现代感、时尚感！坐在游船上夜游黄浦江，感受微风吹拂，欣赏着两岸美景，脑子里浮现出上海滩的旋律——浪奔、浪流，万里滔滔……,IP属地:上海,,,,
2克拉a泪,5分,超棒,景色5,趣味5,性价比5,自助餐很划算，吃的很多，又可以免费上去，还不用和别人一起排队……就是孩子小心被竹签刺伤了，吓到了！,IP属地:浙江,,,,
美景美食玩玩玩,5分,超棒,景色5,趣味5,性价比5,东方明珠上海一道靓丽的风景，他迷人简约时尚让人过目不忘流连忘返，他屹立在上海黄浦江畔，是上海改革开放的标志性建筑，很有特色值得一游好地方。,,,,,
网中的人,5分,超棒,景色5,趣味5,性价比5,要感觉大上海的繁华，活力及动感，东方明珠塔是最好的景点，你在大楼瞭望塔可以看到近处的外滩建筑的雄伟，浦江的活力，水上及道路川流不息的船及车。在东方明珠塔里还可以体验悬空玻璃观景台的惊心向下看的感受。,,,,,
慢慢行走的小讨气,5分,超棒,景色5,趣味5,性价比5,首先肯定地告诉大家东方明珠是值得去的地方。白天上明珠塔眺望远方和脚下顿时感觉到了大都市的媚丽和诱人，晚上夜游黄浦江，夜上海的繁华尽在眼前。,,,,,
M41****665,5分,超棒,景色5,,,4月7日，上午9：40到达，由于10：30自助餐VIP通道才开通，见排队人不多就走普通通道，很快到达观光层，10：40提前排队准备上楼自助餐。11：00准时进入餐厅，自助餐用餐感觉很好，菜品也不错。,,,,,
M25****5833,5分,超棒,景色5,趣味5,性价比5,地下有上海博物馆，真的太震撼了！是这趟上海之行最有意义的！真的太漂亮了！尤其是看到东方明珠上每个玻璃对应一个城市的方向，思乡之情油然而生。,,,,,
霏潇,5分,超棒,景色5,趣味4,性价比4,白天逛了南京路，一直逛到黑天，发现夜晚的东方明珠真好看。,IP属地:云南,,,,
旅行生活体验,5分,超棒,,,,东方明珠广播电视塔高耸入云，是上海的标志性建筑。登上观景台，可俯瞰上海的繁华美景，令人心旷神怡。,IP属地:江苏,,,,
M50****4490,5分,超棒,景色5,趣味5,性价比5,东方明珠广播电视塔主体为多筒结构，由3根斜撑、3根立柱及广场、塔座、下球体、5个小球体、上球体、太空舱、发射天线桅杆等构成，总高468米，总建筑面积达10万平方米。是上海十大新景观之一，值得推荐！,IP属地:江西,,,,
美景美食玩玩玩,5分,超棒,景色5,趣味5,性价比5,东方明珠上海一道靓丽的建筑，屹立在黄浦江畔，对面上海的美丽外滩，处在陆家嘴中心地段，交通方便，附近多是大商场酒店咖啡厅，值得一游好地方。,,,,,
更爱大自然的鬼斧神工,5分,超棒,景色5,趣味5,性价比5,上海的地标，建筑界的杰作！陆家嘴、黄浦江、外滩，直入云端的高楼、平缓的江水、络绎不绝的游人，更有夜晚的豪华游轮，多彩的灯光编制出黄浦江畔美轮美奂的夜景，彰显现代化大都市的繁华！,,,,,
博乐彬公爵,5分,超棒,景色5,趣味5,性价比5,携程报名跟团游去的，上海外滩景色尽收眼底，高楼大厦黄浦江游船，感觉自己在最高处居高临下。携程报名跟团游去的，上海外滩景色尽收眼底，高楼大厦黄浦江游船，感觉自己在最高处居高临下。,,,,,
山水凡人,5分,超棒,景色5,趣味5,性价比5,东方明珠，名副其实！这里不仅可以登高望远看更多更好的风景，游玩的项目也非常多，非常值得去游玩。,IP属地:湖南,,,,
M50****941,5分,超棒,景色5,趣味5,性价比5,东方明珠塔人太多了，开了优速通，节省了不少时间，360度观光视野，很辽阔的视角，拍到了最美夕阳,IP属地:甘肃,,,,
Gra****so,5分,超棒,景色5,趣味5,性价比5,不管是不是上海人，都知道这个地方，这么多年了，东方明珠始终是上海的代表，值得上去看看上海的全貌,IP属地:上海,,,,
M23****9518,5分,超棒,景色5,趣味5,性价比5,还可以的，就是票价有点小贵。人太多了，有点太挤了，其他都还可以的，上海标志性建筑，第一次来必须去的，非常好，但是是去过一次，就不想去第二次的那种了。不过小朋友还是很有新鲜感的，总体感觉非常不错。,IP属地:上海,,,,
美景美食玩玩玩,5分,超棒,景色5,趣味5,性价比5,东方明珠上海一道靓丽的建筑，她时尚，简约，国际范大气让人过目不忘，到上海一定要去东方明珠塔观光层转一圈，整个大上海尽收眼底，值得一游。,,,,,
W！咸士己生命之水！爱尔兰,5分,超棒,,,,这里是中国最大的城市也是最有名气的中国高楼大厦之一，东方明珠塔是中国最早的一座旅游观光塔，早在九十年代也是很多人心目中梦想去的地方，站在塔顶可以观看上海外滩的美丽迷人的夜景和上海的古老特色建造！,,,,,
BetTerDAY,5分,超棒,景色5,趣味5,性价比5,看灯光秀的那天大雾弥漫，上海中心被笼罩在雾里，所以从岸边看过去，仿佛只有东方明珠这一个超高建筑，恍如回到了十几年前,,,,,
红妆人Nefelibata,5分,超棒,景色5,趣味5,性价比5,东方明珠作为全国首批5A级旅游景区，又是上海的标志性建筑，集都市观光、时尚餐饮、购物娱乐、历史陈列、浦江游览、会展演出等多功能于一体，每次去都能领略到不一样的风景，超赞的哦~,,,,,
XY_Shirley,4分,满意,景色4,趣味4,性价比4,"东方明珠
说来惭愧，作为一个上海人，居然还没有登过东方明珠塔，以前都是在外面观看，恰逢生日预约了东方明珠旋转餐厅用餐，旁边登上东方明珠塔，领略一下魔都全景。",,,,,
真诚7577,5分,超棒,景色5,趣味5,性价比5,外滩的夜景总也拍不够，而东方明珠的灯光效果又是外滩夜景中的一大亮眼的色彩，浦江两岸的风光真的是很好👌，浦江水也没有臭味，夏天纳凉不错,,,,,
樱木花花道,5分,超棒,景色5,趣味5,性价比5,东方明珠是上海最具地标性的建筑，来上海的游客都会去参观，东方明珠位于上海浦东陆家嘴，地铁2号线乘到陆家嘴站，东方明珠里面有观光层、城市历史陈列馆、旋转餐厅等等，可以玩大半天。,,,,,
尼尔1,5分,超棒,景色5,趣味5,性价比5,东方明珠塔，上海著名建筑物，去的时候阴雨蒙蒙上去以后有一种朦胧感，有点遗憾没看到远处的各个省，里面的直视电梯不错，还有个个展馆值得一游,,,,,
A陈伟。美国AT&T + 私人定制,5分,超棒,景色5,趣味5,性价比5,第一次，第二次来上海的必来之地。 不建议周末来。周末来的话建议买vip票。这样子不用排太长的队。底层历史博物馆很值得一看。 非常棒的经验。,,,,,
微笑露露,5分,超棒,景色5,趣味5,性价比5,值得带孩子去，连吃带玩儿，孩子很喜欢。尤其是旋转餐厅，自助餐，选择挺多的。在明珠塔上可以看到上海标志性建筑群。黄浦江，外滩，尽收眼底。,,,,,
_WeCh****541294,5分,超棒,景色5,趣味4,性价比4,本身说旋转餐厅的可以有通道直接上去的，可是最后还是得跟大家一样排队进去，上塔一个小时，吃饭一个多小时，下塔还得差不多一个小时，人真的是太多了！食物其实一般，也就是吃个感觉吧。,,,,,
泰沙达,5分,超棒,景色5,趣味5,性价比5,上海的地标，城市的象征！小伙伴们，还有神马好说的呢？难道您可以到了上海不来这个地方吗！难道您可以来了这个地方不上塔一观嘛！好了，冲吧！,,,,,
135****4517,5分,超棒,景色5,趣味5,性价比5,因为马上要开学了，所以年初七带儿子去的东方明珠，他非常喜欢的。说下次再带爸爸去！风景优美，能看到大上海的全景，赶早去的，人也不怎么多！,,,,,
匿名用户,4分,满意,景色4,趣味3,性价比2,东方明珠值得一去，坐游轮值得一去。观光隧道导游说是赠送的项目，故意说我们买的是单程票，不想让我们去，怕我们过去没办法回浦东这边。差评,IP属地:浙江,,,,
M49****9111,5分,超棒,景色5,趣味5,性价比5,去玩的时候能一眼看见上海滩的轮船风景那些，风景很美！一眼望上海的美！里面的玻璃门有点恐高哈哈,IP属地:四川,,,,
M50****5908,5分,超棒,景色5,趣味5,性价比5,"来上海半年多，外滩逛过几次了，但还是第一次
来到江的对岸，走在空中连廊上，近距离观赏东方明珠
塔，感受非常不同。作为上海城市的代名词，东方明珠
塔是一个经典的打卡点，等下次有机会一定要再去里
面看看。",IP属地:广东,,,,
号角已经吹响,5分,超棒,景色5,趣味5,性价比5,上海东海明珠的高度是486米，这是一个集都市观光、时尚餐饮、购物娱乐、历史陈列 是全国首批5A级旅游景区，也是上海的标志性建筑，在这里可以360°观赏到上海的景色，也是游客到上海必打卡的一处景点,,,,,
selma1982,5分,超棒,景色5,趣味5,性价比5,已经很久没有去过上海了，看到东方明珠还是有一点点激动的，尤其是晚上在黄浦江夜游的话，看到这样上海繁华的景色，觉得真是非常的，令人震撼，晚上灯光秀也很美。,,,,,
我是酒,5分,超棒,景色5,趣味5,性价比5,还是很值得去的   假期带孩子去的     一楼的梵高画廊值得去看看,,,,,
大山町窦荣定,5分,超棒,景色5,趣味5,性价比5,这个周日正好是工作日，来观光的人很少，没有排队，直接就到了电梯口，从最上面的球一路玩下来，人少，一大优势，玩到彻底，上面的风景，下面的秀，陈列馆都非常棒。娃娃还去吊了一个娃娃，看了5D小电影。,,,,,
M26****3640,5分,超棒,景色5,趣味3,性价比4,很值得一去：从检票大厅乘坐豪华电梯，以7米／秒的速度在40秒内平稳地送至263米观光层。然后可以在两个球体的观光厅尽揽黄浦江之美景。,,,,,
心看世界眼观来生,5分,超棒,景色5,趣味5,性价比5,雄伟壮观，站的高看的远，让人震撼，去的人都会被上海的发展深深的吸引，上海滩尽收眼底，黄浦江更像一条飘带，在风中飞舞，游船在江中漫步。,,,,,
M27****1029,5分,超棒,景色5,趣味5,性价比5,从结婚就说去上海玩玩一直到现在已经10年了2018年我自己终于实现了上海梦、从现在开始想去那里就去吧……毕竟人的一生不长不要留下遗憾,,,,,
M26****9198,5分,超棒,景色5,趣味5,性价比5,非常值得去看！虽然等的时间有些长，但非常值得一等！世界唯一的玻璃长廊，叫你又是喜欢又是怕！女儿九岁了却一点不怕。尖叫兴奋陪了她半个多小时，还不愿意走！最后是被我硬拽着走的！,,,,,
沁心yoga,5分,超棒,景色5,趣味5,性价比5,很好，就是春节人太多，排了2个多小时。很好，就是春节人太多，排了2个多小时。很好，就是春节人太多，排了2个多小时。很好，就是春节人太多，排了2个多小时。,,,,,
138****1628,5分,超棒,景色5,趣味5,性价比5,春天里的阳光下，从远处走进东方明珠，一睹樱花林映衬下的东方明珠的风采，特别的温柔，不用远去东瀛，可以一样感受到粉色的花瓣和和煦的风,IP属地:上海,,,,
美景美食玩玩玩,5分,超棒,景色5,趣味5,性价比5,东方明珠上海一道靓丽的建筑，时尚简约，国际范大气，让人过目不忘，到上海一定要去东方明珠塔观光层转一圈就等于走遍整个大上海值得一游。,,,,,
心姐的旅行家族,5分,超棒,景色5,趣味5,性价比5,建议买旋转餐厅套票。在大上海吃上一顿海路自助餐还是很可以的，去掉门票的199在旋转餐厅吃一顿只要200多。菜品很丰盛，而且夜景非常棒。吃完饭去玻璃走廊欣赏一下魔都的震撼夜景，很棒！很值得一去,,,,,
Charles Yao,5分,超棒,景色5,趣味5,性价比5,【景色】上海称之为魔都，景色实在是太美了哈！夜上海，站在东方明珠的顶端可以看到整个外滩的景色，值得每个人都来玩一下哈，美丽的上海!,,,,,
nina451,5分,超棒,景色5,趣味5,性价比4,近看很漂亮，比在外滩看的还漂亮，一定要来陆家嘴看，出地铁站没多久就到了，正面还有东方明珠四个字，在天桥上面看很清楚，或是在空中花园,,,,,
琴家小筑,5分,超棒,景色5,趣味5,性价比5,中午就在东方明珠旁边的商场里吃的 忘记是什么了 我对商场一点感觉都没有 现在回忆起来 总觉得 在上海的那个商场和我后来去天津的一个商场特别像,,,,,
好运鱼满仓,5分,超棒,景色5,趣味5,性价比5,东方明珠电视塔，是上海的地标性建筑，在上海的话，还是可以上去看一下的，上海的夜景确实很美，建议可以白天上东方明珠上看一下白天的上海，晚上可以坐游轮畅游，黄浦江看一下夜景！,,,,,
_WeCh****034298,5分,超棒,景色5,趣味5,性价比5,真的很不错，快速通道比平常的快很多很多，几乎不用等，还送了一款不错的手表哦，手表看图，很多款式可自选，傍晚和夜景很美丽，值得去看看,,,,,
豪豪张HHZ,5分,超棒,景色5,趣味4,性价比4,坐地铁到陆家嘴站，出站后，站在人行天桥上一边可以观览到东方明珠的全景，一边可以观赏到上海中心和上海环球金融中心大厦的高楼景观，是个很不错的拍照地点(&#180;∀｀*)。,,,,,
向风而行的女孩,4分,满意,景色4,趣味4,性价比4,上海的东方明珠真的来上海一定要去的，聚集着上海最繁华的地段，代表着中国最前沿的时尚和科技,IP属地:河南,,,,
_WeCh****124066,5分,超棒,景色4,趣味4,性价比4,五一人超多，一个人带着孩子排了3小时，上去十分钟我就想下来了，全是人，连个拍照的地方都没有，好不容易找到个窗边位置拍了几张照片赶紧走人，二十分钟就下来了，孩子非要买个纪念品，都是为了孩子。,IP属地:江苏,,,,
SXWXS,5分,超棒,景色5,趣味5,性价比5,高楼林立，鳞次栉比。特别是浦东夜景，灯光璀璨。黄浦江波光粼粼，游船穿行。外滩上游人如织，摩肩接踵。家人小聚，情人私语，朋友聚会。,,,,,
Jjp金,5分,超棒,景色5,趣味5,性价比5,"东方明珠
      “东方明珠”广播电视塔，位于上海浦东新区陆家嘴，是上海标志性文化景观之一。 每次去陆家嘴都会从不同角度拍摄这颗耀眼的明珠。",,,,,
花仙子,5分,超棒,景色5,趣味5,性价比5,上海标志性建筑，东方明珠登塔很有必要，里面很多吃的，玩的，从上面看上海不错👌一楼大厅有个城市展厅值得去看看,,,,,
clever虎仔,4分,满意,景色4,趣味4,性价比5,东方明珠上海的标志性建筑，与浦东三大高楼：上海中心大厦，环球金融中心，和金茂大厦构筑了一道靓丽的风景线，是值得拍照观光的好地方。,,,,,
还不曾去过倒悬山！,5分,超棒,景色5,趣味5,性价比5,中国改革开放的标志性建筑，前几年去的，其实当时是白天，可惜照片找不到了。时间关系带了不到两个小时，不然真得爬上去看看。听说今年上映的上海作战会把它变成对抗外星人的秘密武器，不知道是不是真的,,,,,
xu_dd,4分,满意,景色3,趣味3,性价比3,人太多了的景点之一，淡季时候排队至少一个小时以上而且是看两个球，所以建议怎么都是看一次还是看三个球吧，怎么说呢，室外观景平台还可以，全透明玻璃很好看，但恐高人还需谨慎！,,,,,
