user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,from
鲲哥爱旅游,,5分,超棒,景色5,趣味5,性价比5,,"‌青城山，位于‌四川省成都市‌都江堰市西南，是四川省著名的风景名胜区和道教名山。它不仅是国家AAAAA级旅游景区，还是‌世界文化遗产地，被誉为“青城天下幽”，以其幽静深邃的自然风光和丰富的道教文化著称。青城山分为前山和后山两部分，前山以丰富的文物古迹和道教文化为核心，后山则以自然风光和休闲度假为主，为游客提供了不同的游览体验。
    青城山的历史可以追溯到东汉时期，当时著名的道士‌张道陵在此结庐传道，创立了道教，使得青城山成为了中国道教的发祥地之一。青城山不仅因其自然美景而闻名，还因为其深厚的文化底蕴和宗教意义受到游客的青睐。",IP属地:黑龙江,
M43****884,,5分,超棒,景色5,趣味5,性价比5,,田导很专业，带队很棒，推荐给朋友,IP属地:四川,
行万里路,,5分,超棒,景色5,趣味5,性价比5,,著名道教名山,IP属地:四川,
葵妈,,5分,超棒,景色5,趣味5,性价比5,,田兵导游很有耐心，事先加了微信，提前等了。全程对我父母和小朋友比较照顾。老人行动慢，他也很会照顾，会帮他们找地方，坐下来听。最后超时了，他说没关系，他后面没有接待。耐心陪完全程。,IP属地:浙江,
霸气爸爸,,4分,满意,景色5,趣味4,性价比4,,景色宜人，空气清新，心诚则灵,IP属地:四川,
麒麟（琪琳）妈妈,,4分,满意,景色5,趣味3,性价比3,,道观很值得去看看,IP属地:吉林,
M15****836,,5分,超棒,景色4,趣味3,性价比3,,还不错，一路从前山爬过去，挺好的,IP属地:广东,
大彬,,5分,超棒,景色5,趣味5,性价比5,,体验非常好。,IP属地:陕西,
115****659,,5分,超棒,景色5,趣味5,性价比5,,青城天下幽👍,IP属地:四川,
M35****2911,,4分,满意,景色4,趣味3,性价比3,,景色优美，道教圣地，一路爬山，其实用不了那么多时间，下山一小时，上山两小时，全程徒步的话。,IP属地:四川,
苗俊杰,,5分,超棒,景色5,趣味5,性价比5,,体验感非常好，值得一去,IP属地:北京,
320****676,,5分,超棒,景色5,趣味5,性价比5,,值得一去。,IP属地:四川,
320****516,,5分,超棒,景色5,趣味5,性价比5,,景色优美。,IP属地:四川,
_CFT01****3136129,,5分,超棒,景色5,趣味5,性价比5,,感觉非常幽静。只可惜我们行程非常赶，只在山脚下玩了一会儿，便匆匆踏上归程。,IP属地:江苏,
M33****6519,,5分,超棒,景色5,趣味5,性价比5,,山清水秀。天然氧吧。值得转转,IP属地:四川,
桐桐,,5分,超棒,景色5,趣味5,性价比5,,很好，很不错的一次体验。,IP属地:四川,
一位可恶的可耐,,4分,满意,景色4,趣味3,性价比3,,总体来说还可以吧，就是景点的工作人员服务态度不好,IP属地:四川,
简单的只想静静,,5分,超棒,景色5,趣味5,性价比5,,青城天下幽,IP属地:浙江,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,"青城山位于中国四川省成都市都江堰市西南15千米处，为邓峡山脉的分支山峰之属于青城山一都江堰风景名胜区的组成部分之一。青城山最高海拔2434米，最低海拔793米，面积200平方千米，地质构造复杂，起伏大。青城山属亚热带温湿型气候区,湿度高,降水多以“幽甲天下&quot;著称于世，素有“青城天下幽”的美誉。引青城山有被称为植物活化石的银杏、连香树、青城榆和国家一类保护
动物熊猫、金丝猴、白唇鹿等,被誉为植物种质资源宝库和野生动物天堂。",IP属地:四川,
村里的希望之地球村,,5分,超棒,景色5,趣味4,性价比5,,整体还行吧,IP属地:四川,
M31****8890,,4分,满意,景色5,趣味4,性价比4,,不来后悔，来了也不想再体验第二次。对于不经常运动的人来说，简直就是考验，加上成都的热天气，走两步路就出汗，爬山到一半，下山难、上山也难，只能硬着头皮上。自驾游，半路有挡车之路从后山上去的通道，指路需要小费加停车费，下山找车不容易，需要走很长一段路。景色确实不错，对于文化底蕴深厚的人来说，兴趣可能更浓。,IP属地:陕西,
M15****836,,4分,满意,景色5,趣味4,性价比3,,下山索道排队时间太久了，索道车太少了，还有人总是插队。有些指示牌不是很清楚。其他的还可以。,IP属地:四川,
M34****1843,,5分,超棒,景色5,趣味5,性价比5,,司机师傅服务周到贴心，一路给讲解很多成都旅游景点攻略1，包括各处好吃的。,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,青城山郁郁葱葱，道家圣地，山不在高，有仙则灵。要想爬山一定要早一点到，不然观光车，索道都要排队。山上标记指示牌儿做的再详细一些就好了。,IP属地:山东,
M82****13,,5分,超棒,景色5,趣味5,性价比5,,讲解的特别棒，孩子听的特别认真。服务也很周到。非常好的体验！听过讲解了解了都江堰的历史及作用，会推荐给更多的朋友，总之棒棒的！,IP属地:四川,
BIErewo,,4分,满意,景色4,趣味4,性价比4,,问道青城山！今天阴天不热，游青城山，天然氧吧！就是回程时索道排队时间过长，误了返回成都的高铁🚄其他都很完美！,IP属地:四川,
M23****249,,4分,满意,景色5,趣味4,性价比4,,今天去遇上一点下雨，但是不影响游览，山里比较凉快，爬山也不是很累，有游船和索道，而且也不是很陡峭，总体游览感觉还是不错的。,IP属地:四川,
xiaoli0926d,,4分,满意,景色3,趣味1,性价比1,,行程更改临时去了，前山门票比后山贵好多，放暑假人超级多。还遇上暴雨。索道的那个保安大叔太歪了，其他都还好。爬到最高处卫生不是很好，到处都有垃圾。,IP属地:四川,
二哈嘿,,5分,超棒,景色5,趣味5,性价比5,,风景超棒的，我很喜欢,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,挺好，速度挺快，到了之后也可以马上用。换了两张的积分挺好～还会再来换,IP属地:四川,
E08****18,,5分,超棒,景色5,趣味5,性价比5,,好好好，景色宜人,IP属地:四川,
M25****5193,,5分,超棒,景色5,趣味5,性价比5,,除了停车场太远，其他都还好。现在的景区似乎都这样，观光车高价消费。,IP属地:四川,
frank shang,,5分,超棒,景色5,趣味5,性价比5,,人多，还是要有心理准备，,IP属地:四川,
M37****6449,,5分,超棒,景色5,趣味5,性价比5,,问道青城山，拜水都江堰。两个来成都不得不逛的景点。找个导游，听听讲解。祈祈福，感叹一下李冰的伟大。全世界唯一一个无坝水利工程，防汛防涝，灌溉农田。,IP属地:陕西,
300****863,,5分,超棒,景色4,趣味4,性价比4,,说是西游记的拍摄地，但是去了看不出来，变化还是比较大，景色不错,IP属地:四川,
320****112,,4分,满意,景色4,趣味4,性价比4,,整体上感觉不错。,IP属地:贵州,
M22****0503,,5分,超棒,景色5,趣味5,性价比5,,青城山很不错，有很多道观，非常值得去爬一次！景色也很美，植被很丰富！观赏性很强！,IP属地:陕西,
_WeCh****15684,,5分,超棒,景色5,趣味5,性价比5,,环境服务非常好,IP属地:江苏,
东东子子,,5分,超棒,景色5,趣味5,性价比5,,"非常满意非常喜欢！
非常满意非常喜欢非常感谢！！
非常好好好！",IP属地:四川,
拉面大公举,,5分,超棒,景色5,趣味5,性价比5,,出票快，积分能抵现,IP属地:四川,
M45****0671,,5分,超棒,景色5,趣味3,性价比5,,风大，凉快，但要早点去,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,讲解细致，田导讲的超级好，值得推荐！,IP属地:四川,
137****7290,,5分,超棒,景色5,趣味5,性价比5,,高效快捷出票,IP属地:四川,
gum****un,,5分,超棒,景色5,趣味5,性价比5,,不错，很多年都没有去了，这次是带家人出去转转，大自然的馈赠，唯独就是这次没能爬上山顶有点遗憾,IP属地:四川,
M22****0503,,5分,超棒,景色5,趣味5,性价比5,,很不错，值得推荐，虽然爬山很累，爬上去也真开心！一路上有很多道观，很值得去参观！,IP属地:陕西,
M53****7600,,5分,超棒,景色5,趣味5,性价比5,,前山进去，全程徒步，大约用了4个小时。从山脚到山顶大概用了两个小时。山上很凉快，空气清新，负氧离子含量较高，是洗肺的好去处。青城山是道教圣地，山中道家文化的氛围特别浓厚，旅游配套设施较为完善，基本上走几步就会有休息的地方。山上也有很多卖水卖食物的，只是价格有点贵，不过也能理解，毕竟全部靠人力。,IP属地:四川,
M30****5214,,5分,超棒,景色5,趣味5,性价比5,,很好，专业，学到很多东西，感谢,IP属地:四川,
203****602,,4分,满意,景色4,趣味4,性价比4,,小龚姐姐很可爱,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,整体来说感觉还不错，风景挺好。不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,IP属地:天津,
M50****0174,,4分,满意,景色4,趣味4,性价比3,,值得来此一游,IP属地:四川,
郑慧莹,,5分,超棒,景色5,趣味5,性价比5,,轻氧徒步，适合周末休闲游！,IP属地:四川,
馨艺古筝,,5分,超棒,景色5,趣味5,性价比5,,青城山爬下来 需要体力,IP属地:辽宁,
SSS70,,5分,超棒,景色5,趣味5,性价比5,,青城山是我多年的梦想，终于实现了，太值了。,IP属地:海南,
_WeCh****56751,,5分,超棒,景色5,趣味5,性价比5,,环境非常的漂亮，就是上索道的人太多人，排队时间有点长，青山绿水，爬山好地方，秋天去更好！,IP属地:广东,
D73****55,,5分,超棒,景色5,趣味5,性价比5,,导游小哥很热情，专业度很高，愉快的青城山之旅。,IP属地:四川,
清新生活0916,,5分,超棒,景色5,趣味5,性价比5,,非常喜欢非常满意，下午七点多下来到观光车点后免费用公交车把我们很多人送到高铁站。,IP属地:四川,
_WeCh****220201,,5分,超棒,景色5,趣味5,性价比5,,凉快，路程也轻松，大巴了直达,IP属地:重庆,
男儿当血,,4分,满意,景色5,趣味1,性价比1,,坐索道1分钟    排队半小时    一个字乱,IP属地:四川,
a****ii,,5分,超棒,景色5,趣味5,性价比5,,青城山值得一去,IP属地:北京,
jqxyyt,,5分,超棒,景色5,趣味5,性价比5,,"青城山位于四川省成都市都江堰市西南，东距成都市区68千米，处于都江堰水利工程西南10千米处。景区面积200平方千米，最高峰老君阁海拔1260米，青城山分为前山和后山，群峰环绕起伏、林木葱茏幽翠，享有“青城天下幽”的美誉。

全山林木青翠，四季常青，诸峰环峙，状若城廓，故名青城山。丹梯千级，曲径通幽，以幽洁取胜。景区内外，天师洞和圆明宫幽静是青城山的一大特色。",IP属地:重庆,
我是大忠,,5分,超棒,景色5,趣味5,性价比5,,可以我们去的时候下小雨，景色别具一格，下雨的好处就是人少，坐缆车什么的都不用排队,IP属地:北京,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,"田导游讲的很好,专业知识丰富，讲解内容丰富多彩，五星好评",IP属地:四川,
M31****0181,,5分,超棒,景色5,趣味5,性价比5,,很不错的地方！,IP属地:四川,
家荣lee,,4分,满意,景色5,趣味4,性价比3,,暑期人太多，缆车服务严重不足,IP属地:湖北,
PETER,,5分,超棒,景色5,趣味5,性价比5,,冬天来九寨黄龙，别有一番滋味在心头,IP属地:福建,
李昊玟,,5分,超棒,景色5,趣味5,性价比5,,山美 水美 品茶 静心 上香 放松心情 太开心了 是我想要的生活 是因为我们都不懂得珍惜现在拥有的一切所以我们才能够珍惜现在拥有,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,还行，就是排队做摆渡车和索道时有些乱,IP属地:重庆,
_WeCh****274608,,5分,超棒,景色5,趣味5,性价比5,,道教圣地，值得游览。,IP属地:北京,
M36****5712,,5分,超棒,景色5,趣味5,性价比5,,导游不错，讲解到位。,IP属地:四川,
M90****74,,5分,超棒,景色5,趣味5,性价比5,,一次愉快的旅行，去了青城山，都江堰，看到了传说中的美景，非常好的体验感。,IP属地:山东,
匿名用户,,4分,满意,景色5,趣味3,性价比4,,景色还是挺好看的，只是要爬山，不适合带老人家过来，整体游玩体验还是不错的。,IP属地:四川,
周天书,,5分,超棒,景色5,趣味5,性价比5,,人杰地灵，空气新鲜,IP属地:四川,
可乐,,5分,超棒,景色5,趣味5,性价比5,,不愧是著名景点，非常值得一游！,IP属地:陕西,
匿名用户,,4分,满意,景色5,趣味5,性价比4,,我是星期六去的，那天爬到山顶老君阁，刚拍完照就下了暴雨，想去的小伙伴记到看还那天的天气，差点就回不来了,IP属地:四川,
Vaywee,,5分,超棒,景色5,趣味3,性价比3,,风景不错，就是趣味性少了点哈哈,IP属地:四川,
136****0608,,5分,超棒,景色5,趣味5,性价比5,,好，方便下山,IP属地:重庆,
满满，,,5分,超棒,景色5,趣味5,性价比5,,比较值得去,IP属地:河北,
五岳独行,,5分,超棒,景色5,趣味5,性价比5,,拜水都江堰，问道青城山,IP属地:山西,
M22****5373,,4分,满意,景色5,趣味3,性价比3,,服务一般，环境不错，排队排到人晕死,IP属地:青海,
匿名用户,,4分,满意,景色5,趣味4,性价比4,,后山一路泉水上去太美了。白云缆车只开到五点，下面索道开到六点，都六点就好了。门口没要求看票。,IP属地:四川,
克莱恩旅行者,,5分,超棒,景色5,趣味5,性价比5,,很好 就是东西卖的贵,IP属地:四川,
M26****208,,5分,超棒,景色5,趣味5,性价比5,,趁着暑假和女儿一起，索道上山，天师洞方向步行下山，用时五小时。景色超级棒👍🏻，以后有机会再来一次。,IP属地:江苏,
118****727,,5分,超棒,景色5,趣味5,性价比5,,方便 快捷,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,不错，天下幽。,IP属地:湖北,
320****474,,5分,超棒,景色5,趣味5,性价比5,,非常方便，十分有用！,IP属地:云南,
M25****0546,,5分,超棒,景色5,趣味5,性价比5,,缆车上，步行下才有乐趣,IP属地:四川,
LC™,,4分,满意,景色5,趣味4,性价比4,,有时间可以去看看，尤其是对道教文化感兴趣的。青城山是中国道教的发祥地之一，是道教十大洞天的第五洞天。,IP属地:广西,
匿名用户,,4分,满意,景色4,趣味3,性价比4,,山还是可以的，但是现在的景点都是吃相难看，车必须停在距离景区大门4公里的地方然后坐观光车到大门口，里面有个巴掌大的湖非要坐船两分钟就到，索道也很短来回都要排队一小时，以上这些都要收费不便宜而且排队太久，体验感很差。,IP属地:湖南,
M51****7337,,5分,超棒,景色5,趣味5,性价比5,,方便，快捷，安逸。,IP属地:四川,
cuittwj,,5分,超棒,景色5,趣味5,性价比5,,青城天下幽，从上山口开始，小道蜿蜒幽静，大热的天也很清爽。登山的人不是很多，不拥挤。一路都有厕所和小卖部，如果不想负重，可以沿途购买(除了贵点，其他还行)。登顶不是很辛苦，大概登到山顶就1个小时，慢点一个半小时。然后再顺着有索道的路线下山。如果不想坐索道，也可以徒步下山。整体一天肯定是足够的。,IP属地:山东,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,携程价和当时的门票是一个价，优惠是没有的，优势就是可以不输身份证信息，因为之前携程上有。青城山这个地方，人太多了，风景一般般，索道要走很久才有坐，索道之上还要走很久，每座道观烧香起步价40。单面坐索道，然后走下来需要4个小时，因为索道排队至少半个小时，这是旺季,IP属地:重庆,
匿名用户,,4分,满意,景色4,趣味4,性价比3,,"问道青城山！
优:前山一爬一个不吱声，途中还下大雨了，很多次都想要放弃，咬咬牙还是继续上了，登上老君阁的那一刻真的值了。山林间很静谧，回归自然，有种直接隐居的想法。
缺:每个景点求签解签的价格都不一样😥
下山坐的缆车，排了一个多小时的队，到了山脚下都没有景区的观光车了，是一个封闭排队入口的状态。有很多私家车运营揽客，但是下山的途中还看到有景区观光车返回，有点疑惑了",IP属地:海南,
_wech****691712,,5分,超棒,景色5,趣味5,性价比5,,值回票价，景色优美,IP属地:内蒙古,
138****8680,,5分,超棒,景色5,趣味5,性价比5,,非常好，推荐,IP属地:北京,
M74****7718,,5分,超棒,景色5,趣味5,性价比5,,服务好，性价比高,IP属地:吉林,
张灯结彩马🐎,,5分,超棒,景色5,趣味5,性价比5,,值得去参观学习,IP属地:四川,
bri****24,,5分,超棒,景色5,趣味5,性价比5,,太累，准备七八个小时，爬山各个景点不累,IP属地:重庆,
M53****886,,4分,满意,景色4,趣味4,性价比4,,"还是挺好的，就是索道排队时间太久了，排队1小时，乘坐5分钟
还有就是索道旁边的步行通道，提示不明显，都快到索道入口了，才发现步行通道",IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,喜欢道家文化可以去，里面殿宇很多，有索道，建议左边徒步上山，右边下山。最高的殿宇就是老君阁了，附近还有财神殿，成都热门旅游景点，要提前订车票，不然没有位置。,IP属地:广西,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,青城山的空气非常好，植被丰富，温度相对市区比较低。青城山海拔1000多米，比较高，先要走好一段路才到索道，然后排队坐索道上山，下来后还要继续爬山，才能爬到上清宫和老君閣，整个行程比较累,IP属地:贵州,
匿名用户,,5分,超棒,景色5,趣味4,性价比4,,爬了好几次了，这次体验了一下雨中漫步的感觉。。最有意义的是找到了去年留下的痕迹，算是意外之喜吧,IP属地:重庆,
匿名用户,,4分,满意,景色5,趣味3,性价比4,,道家圣地，商业化,IP属地:北京,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,美丽的成都，美丽的青城山，游船，索道，为我们拖家带口的行了好多方便，景色宜人，空气新鲜，爬到山顶，喝一碗盖碗茶，吃一盘花生，真是美哉，悠哉。,IP属地:云南,
德玛西亚飞行家,,4分,满意,景色4,趣味4,性价比5,,每个暑假好像都没避开登山，青城山的特色在其景色幽静，环境清凉。带两个孩子左线上山至老君阁，右线下山，因为老二还小，所以她下山坐的索道，我和老大徒步下山，全程用时约7小时，里程约15公里。,IP属地:四川,
M29****9238,,4分,满意,景色4,趣味4,性价比4,,空起好，很舒服，可以一去。,IP属地:贵州,
M26****4959,,5分,超棒,景色5,趣味5,性价比5,,好看，坐缆车有点挤，其他都挺好,IP属地:四川,
M65****6481,,5分,超棒,景色5,趣味5,性价比5,,值得去  很不错,IP属地:四川,
LW313,,5分,超棒,景色5,趣味5,性价比5,,假期人太多，平时去更好，环境不错,IP属地:江苏,
松滋牛,,5分,超棒,景色5,趣味5,性价比5,,有孩子们的陪伴，登上了最巅峰，感谢娃娃们,IP属地:四川,
匿名用户,,4分,满意,景色5,趣味4,性价比4,,青城山作为道教名山之一 向往已久 暑假人真的太多了 从停车场坐接驳车 再换景区的观光车 才到山门 山里空气确实很好 凉快也确实凉快 人多排队特别是索道确实也影响到玩的感受 希望下回人少的时候再去感受下……,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,很值得看十分有意义,IP属地:辽宁,
qier7777,,5分,超棒,景色5,趣味5,性价比5,,整体不错，因为看了攻略，直接选择的景区的摆渡车，车停到挺远处，就是到停车场的摆渡车结束的时间有点早，建议到六点~进景区后，右转，坐船和缆车往返，四小时足够登顶后返回~,IP属地:上海,
匿名用户,,5分,超棒,景色4,趣味3,性价比3,,气候宜人，景区景观一般,IP属地:四川,
M52****793,,5分,超棒,景色5,趣味5,性价比5,,景色非常漂亮,IP属地:山西,
🍐香梨🍐,,4分,满意,景色5,趣味3,性价比4,,全爬山了，就是各种消耗品，唉！,IP属地:重庆,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,"美丽的成都有一座美丽的青城山，有渡船，有索道，还可以走了，选择性很多，值得点赞。✌️✌️✌️✌️✌️
自然风光，新鲜的空气，爬到山顶来一碗盖碗茶 ，无比的巴适😊😊😊😊😊",IP属地:云南,
芥舍,,5分,超棒,景色5,趣味5,性价比5,,非常非常好,IP属地:四川,
320****665,,5分,超棒,景色5,趣味5,性价比5,,值得一去！,IP属地:山东,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,值得再去，前山树木繁盛，很是凉快，本次去的前山，人文景点，下次再去后山，欣赏自然风光，准备在后山都住几天。整体旅行体验很好,IP属地:江苏,
匿名用户,,5分,超棒,景色5,趣味5,性价比3,,排队太长，太多,IP属地:河南,
dx****3,,5分,超棒,景色5,趣味5,性价比5,,服务不错，前台几个态度很好，环境不错。,IP属地:广东,
_zx520****190776,,5分,超棒,景色5,趣味5,性价比4,,青城山下白素贞洞中千年修此身，俗话说问道青城山，拜水都江堰，千年古韵，值得一游,IP属地:湖北,
M64****2674,,5分,超棒,景色5,趣味5,性价比5,,超级棒的体验感受,IP属地:陕西,
埃利尼科文种,,5分,超棒,景色5,趣味5,性价比2,,乘船二分钟，如果有体力，步行也就绕半圈，十分钟,IP属地:四川,
美好的一天！,,5分,超棒,景色5,趣味5,性价比5,,值得去！不错！没有太商业化！,IP属地:河北,
Airball3,,5分,超棒,景色5,趣味4,性价比3,,风景很好，索道排队时间长,IP属地:四川,
沐淽,,5分,超棒,景色5,趣味5,性价比5,,第二次游览青城山，感觉比第一次厉害。坚持自己上下山，没有坐索道。青城山环境优美，空气清新，树木茂盛。整个走下来虽然很累，但是值得一去。,IP属地:四川,
M52****793,,5分,超棒,景色5,趣味5,性价比5,,非常非常满意,IP属地:四川,
_ucwe****607766,,5分,超棒,景色5,趣味5,性价比5,,导游服务很赞,IP属地:四川,
hakuna玛塔塔,,5分,超棒,景色5,趣味5,性价比5,,山清水秀，不错,IP属地:四川,
118****431,,5分,超棒,景色5,趣味5,性价比5,,很不错，适合一家人爬山旅行,IP属地:陕西,
深海一客,,4分,满意,景色5,趣味3,性价比4,,山色不错，天然氧吧！,IP属地:甘肃,
_YX1****509,,5分,超棒,景色5,趣味5,性价比5,,暑期人太多了…,IP属地:四川,
_WeCh****015625,,5分,超棒,景色5,趣味5,性价比5,,很不错，青城山值得一去,IP属地:法国,
howosund,,4分,满意,景色4,趣味4,性价比4,,马马虎虎吧,IP属地:重庆,
M34****2414,,4分,满意,景色5,趣味4,性价比4,,青城天下幽，名不虚传,IP属地:陕西,
匿名用户,,4分,满意,景色3,趣味3,性价比3,,真一般，一分钟搞定！,IP属地:四川,
M29****7895,,5分,超棒,景色5,趣味5,性价比5,,环境不错。,IP属地:四川,
134****4701,,5分,超棒,景色5,趣味5,性价比5,,空气清新，要穿软底鞋，走路时间长,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,导游专业热情。,IP属地:四川,
M17****046,,5分,超棒,景色5,趣味5,性价比5,,景色秀丽，道家福地！,IP属地:宁夏,
M51****2961,,5分,超棒,景色5,趣味5,性价比5,,风景很好。,IP属地:四川,
M48****4518,,5分,超棒,景色5,趣味5,性价比5,,总体不错，只是时间较少，没有来得及全面游览，导游不错，积极为游客着想，值得点赞,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,值得一去，负氧离子让人很舒服，身心得到放松，全家都觉得非常愉悦。山间偶尔还有滑竿，老人累了还可以更换交通方式，山间还有小溪泉水。,IP属地:四川,
老原来了,,5分,超棒,景色5,趣味4,性价比4,,前山门票比后山贵4倍，不过都说前山是专门看风景的，而且说后山要7个小时上下，所以选择了前山。山里空气真的超级好，那个渡船好像没什么用，缆车下山坐的，不过排队等了2个小时，如果不带老人小孩，步行很好的，也没多久，来回一共5个小时，中间在山上还吃了一顿饭，不算很累，青城山真的已经属于很温和的爬山了。总体体验挺不错的。,IP属地:辽宁,
wq0114,,5分,超棒,景色5,趣味5,性价比5,,青城天下幽，值得一去，高铁下车看见观光车和索道票出售，一定记得买，到了山上，网上抢不到，排队去买票，人多会浪费很多时间，而且排队很长，上索道，下爬山，环境优美，空气好，体验感非常好，上香有点小贵，30，60，记得自带，赞一个！！！！！！！！！,IP属地:四川,
_CFT0****6736,,5分,超棒,景色5,趣味5,性价比5,,走安逸了，上下8小时,IP属地:重庆,
雪域高原红旗,,5分,超棒,景色5,趣味5,性价比5,,值得一游^_^,IP属地:四川,
_WeCh****216744,,5分,超棒,景色5,趣味5,性价比5,,缆车上山之后好玩。但是坐缆车之前太热，走太久了,IP属地:山东,
irick1987,,5分,超棒,景色5,趣味5,性价比5,,风景不错，娃娃可以玩水。,IP属地:四川,
D22****52,,5分,超棒,景色5,趣味5,性价比5,,服务周到热情，讲解详细,IP属地:天津,
M38****652,,4分,满意,景色4,趣味4,性价比3,,总体感觉一般,IP属地:湖北,
依水寒石,,5分,超棒,景色5,趣味5,性价比5,,买学生票就上携程，省时省力省钱，而且不用学生证，只需输入身份证号系统自动识别学生票，到现场直接刷身份证即可入园，“青城山下白素贞”西蜀第一山。,IP属地:重庆,
M22****5647,,4分,满意,景色5,趣味4,性价比4,,青城天下幽，确实名不虚传，古木参天，步道旁泉水淙淙，拾级而上，又有月城湖在上面等待着你。如果走累了，可选择乘坐览车，双向上下，就可以轻松一些。,IP属地:四川,
若晴天夏炎炎,,5分,超棒,景色5,趣味5,性价比5,,值得一去，打卡了西游记取景地,IP属地:四川,
_WeCh****455724,,5分,超棒,景色5,趣味5,性价比5,,青城天下幽,IP属地:四川,
伤心的吗喽呀,,5分,超棒,景色5,趣味5,性价比5,,挺好的呀，吃的很多，,IP属地:四川,
gsd1992,,5分,超棒,景色5,趣味5,性价比5,,拜水都江堰，问道青城山,IP属地:陕西,
温饱问题,,5分,超棒,景色5,趣味4,性价比5,,青山绿水间，白云飘渺处，寻觅心灵的宁静。,IP属地:四川,
M58****495,,5分,超棒,景色5,趣味5,性价比5,,我们非常喜欢这次一日游的体验，尤其是景区内的空气非常清新，让人心旷神怡。这次旅游体验真是太棒了！景色如画，让人流连忘返。行程安排得非常合理，既充实又不累。导游讲解生动有趣，让我对这个地方有了更深的了解。下次还会再来，给五星好评！,IP属地:四川,
M39****284,,4分,满意,景色5,趣味4,性价比4,,人太多，等缆车50分钟，坐缆车5分钟,IP属地:四川,
M30****7162,,5分,超棒,景色5,趣味5,性价比5,,导游非常认真负责，景区非常好看，推荐大家。,IP属地:四川,
年少旧时光,,5分,超棒,景色5,趣味5,性价比5,,挺好，没坐索道，全程4小时上山下山。溜达溜达挺好。我觉得不错。景区也比较方便，下了青城高铁就有景区直通车直达前山正门。之后就开爬吧。一路上有卖西瓜黄瓜水的。,IP属地:四川,
hh9298,,4分,满意,景色4,趣味3,性价比4,,爬山很累！,IP属地:四川,
189****0110,,5分,超棒,景色5,趣味5,性价比5,,值得一去，非常美,IP属地:四川,
M43****9996,,4分,满意,景色4,趣味4,性价比4,,还行就是景区台阶石板都碎了有安全隐患，建议完善！,IP属地:四川,
M40****134,,5分,超棒,景色5,趣味5,性价比5,,值得一去，问道青城山，做索道上下，也有些累，有体力的可以自行爬,IP属地:四川,
139****1666,,5分,超棒,景色5,趣味5,性价比5,,成都的水环境保持的真好。,IP属地:山西,
咕小噜907,,5分,超棒,景色5,趣味5,性价比5,,价格虽然高，但是节省时间，一家老小不累，这个男导游很好，反应快，有耐心，服务周到，情商高，把一家老小哄的好开心，开心钱就花的值得！,IP属地:广东,
匿名用户,,4分,满意,景色5,趣味4,性价比3,,此地值得一游，尽量爬上山，坐缆车下来，用一整天游览。因为山路很陡峭，上山容易下山难。但是门口排队时间过长，景区应当将散客和旅游团分开处理，合在一起很浪费时间。,IP属地:四川,
漫步小吃街,,4分,满意,景色5,趣味4,性价比3,,风景优美，就是景区的物价有点小贵,IP属地:四川,
M29****4901,,5分,超棒,景色5,趣味5,性价比5,,很不错的一次体验,IP属地:四川,
136****3660,,5分,超棒,景色5,趣味5,性价比5,,道教四大名山，青城天下幽，名不虚传，值得来看看，可惜时间有限，如果能多待几天就好了，景色不错，比较凉爽，以后还会来，品读中国的大好河山！,IP属地:河南,
106****900,,5分,超棒,景色5,趣味3,性价比4,,预订快速简单，页面方便预订,IP属地:四川,
猫猫&MIA🚉逗比姐妹花出游记,,5分,超棒,景色5,趣味5,性价比5,,"暑假和孩子一起登过的山❤️
孩子收获颇多
真的很舒适
山上的绿植覆盖率真高！
一路上 负离子满满！
暑假也不是很多人！
属实出行之选，但是要预留一天的时间比较好！",IP属地:广东,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,很好很好很是,IP属地:浙江,
路上行,,4分,满意,景色4,趣味3,性价比3,,问道青城山，着实不容易，太不适合夏季了，每一个景点都要上好长的台阶，同时还很陡，爬上去双腿直发抖，衣服都湿透了，太佩服自己了,IP属地:新疆,
锅炉工人123,,5分,超棒,景色5,趣味5,性价比5,,问道青城山,IP属地:四川,
